author_name,quote_text,quote_furigana,category_name
レフ・トルストイ,本当の人生は、現在において始まる。,ほんとうのじんせいは、げんざいにおいてはじまる。,哲学
レフ・トルストイ,善とは何か。人を愛し、人に同情すること、偽りなく、純真に、快活に生きることだ。,ぜんとはなにか。ひとをあいし、ひとにどうじょうすること、いつわりなく、じゅんしんに、かいかつにいきることだ。,愛
ヘミングウェイ,もし書くことがなければ、少なくとも何かを学べ。,もしかくことがなければ、すくなくともなにかをまなべ。,学び
ヘミングウェイ,世界は美しい場所であり、そのために戦う価値がある。,せかいはうつくしいばしょであり、そのためにたたかうかちがある。,自然
ヘミングウェイ,最初の草稿は何でもごみである。,さいしょのそうこうはなんでもごみである。,表現
マルセル・プルースト,人の心は変わりやすい。愛の唯一の変わらぬ形は変化することである。,ひとのこころはかわりやすい。あいのゆいいつのかわらぬかたちはへんかすることである。,愛
マルセル・プルースト,写真は記憶の墓場である。,しゃしんはきおくのはかばである。,表現
マルセル・プルースト,友情の優しさは愛情の激しさよりも治癒力がある。,ゆうじょうのやさしさはあいじょうのはげしさよりもちゆりょくがある。,友情
ジェイムズ・ジョイス,芸術家の魂は、つねに泣いているか、つねに笑っているかのどちらかである。,げいじゅつかのたましいは、つねになきているか、つねにわらっているかのどちらかである。,表現
ジェイムズ・ジョイス,沈黙、亡命、狡猾。これらが私の武器である。,ちんもく、ぼうめい、こうかつ。これらがわたしのぶきである。,創造性
ジェイムズ・ジョイス,良い謎とは、答えよりも質問の方が面白いものである。,よいなぞとは、こたえよりもしつもんのほうがおもしろいものである。,知識
ガブリエル・ガルシア・マルケス,人間は恋をしている時にだけ本当に生きているのだ。,にんげんはこいをしているときにだけほんとうにいきているのだ。,愛
ガブリエル・ガルシア・マルケス,この世で最も大きな貧困は、愛されていないこと、大切にされていないことだ。,このよでもっともおおきなひんこんは、あいされていないこと、たいせつにされていないことだ。,愛
ガブリエル・ガルシア・マルケス,死は、人生の終わりではない。それは人生の充実である。,しは、じんせいのおわりではない。それはじんせいのじゅうじつである。,哲学
ウラジーミル・ナボコフ,偶然というのは、神が匿名でいることを望んだ時の名前である。,ぐうぜんというのは、かみがとくめいでいることをのぞんだときのなまえである。,信仰
ウラジーミル・ナボコフ,人生は短すぎて、悪い本を読んでいる暇はない。,じんせいはみじかすぎて、わるいほんをよんでいるひまはない。,文学
ウラジーミル・ナボコフ,詩人になるためには、平凡さに敏感でなければならない。,しじんになるためには、へいぼんさにびんかんでなければならない。,創造性
ボルヘス,我々は何かを忘れるために生まれてきた。,われわれはなにかをわすれるためにうまれてきた。,哲学
ボルヘス,時間は私たちを形作る最強の物質である。,じかんはわたしたちをかたちづくるさいきょうのぶっしつである。,哲学
ボルヘス,一つの本を書くということは、宇宙を創造することである。,ひとつのほんをかくということは、うちゅうをそうぞうすることである。,文学
イタロ・カルヴィーノ,ある都市を覚えているのは、その都市から去った者だけである。,あるとしをおぼえているのは、そのとしからさったものだけである。,哲学
イタロ・カルヴィーノ,読書とは、すでに自分の中にあるものを見つけることである。,どくしょとは、すでにじぶんのなかにあるものをみつけることである。,学び
イタロ・カルヴィーノ,旅人は、旅立つ前に、すでに失われた風景を求めている。,たびびとは、たびだつまえに、すでにうしなわれたふうけいをもとめている。,哲学
フョードル・ドストエフスキー,私たちが恐れるべきは、恐れること自体である。,わたしたちがおそれるべきは、おそれることじたいである。,逆境
フョードル・ドストエフスキー,愛することは苦しむことである。苦しみたくなければ、愛してはならない。,あいすることはくるしむことである。くるしみたくなければ、あいしてはならない。,愛
フョードル・ドストエフスキー,真実への道は、血と涙に満ちている。,しんじつへのみちは、ちとなみだにみちている。,逆境
レフ・トルストイ,死を考えることは、生きることを学ぶことである。,しをかんがえることは、いきることをまなぶことである。,哲学
レフ・トルストイ,単純さは、あらゆる真の芸術の極致である。,たんじゅんさは、あらゆるしんのげいじゅつのきょくちである。,表現
レフ・トルストイ,私たちは、愛されるためではなく、愛するために生まれてきた。,わたしたちは、あいされるためではなく、あいするためにうまれてきた。,愛
レフ・トルストイ,最も強い人とは、孤独に耐えられる人である。,もっともつよいひととは、こどくにたえられるひとである。,忍耐
ヘミングウェイ,書くということは簡単だ。白い紙に向かって血を流すだけでいい。,かくということはかんたんだ。しろいかみにむかってちをながすだけでいい。,表現
ヘミングウェイ,人生を愛せ。生活はその後についてくる。,じんせいをあいせ。せいかつはそのあとについてくる。,幸福
ヘミングウェイ,戦争は最高の会話の題材である。,せんそうはさいこうのかいわのだいざいである。,ユーモア
マルセル・プルースト,唯一の真の楽園は、失われた楽園である。,ゆいいつのしんのらくえんは、うしなわれたらくえんである。,哲学
マルセル・プルースト,本当の親切は、見返りを求めない。,ほんとうのしんせつは、みかえりをもとめない。,愛
マルセル・プルースト,習慣とは第二の天性である。,しゅうかんとはだいにのてんせいである。,哲学
ジェイムズ・ジョイス,私は自分の祖国を愛している。あまりにも愛しすぎているからこそ、一生をその外で過ごしているのだ。,わたしはじぶんのそこくをあいしている。あまりにもあいしすぎているからこそ、いっしょうをそのそとですごしているのだ。,愛
ジェイムズ・ジョイス,ダブリンは、世界の中心である。,だぶりんは、せかいのちゅうしんである。,文学
ジェイムズ・ジョイス,人は、自分の理解を超えたもので作られている。,ひとは、じぶんのりかいをこえたもので つくられている。,哲学
ガブリエル・ガルシア・マルケス,新聞記者は、毎日歴史を書いている。,しんぶんきしゃは、まいにちれきしをかいている。,表現
ガブリエル・ガルシア・マルケス,成功の秘訣は、失敗を恐れないことである。,せいこうのひけつは、しっぱいをおそれないことである。,成功
ガブリエル・ガルシア・マルケス,年を取ることは、ゆっくりと記憶を失うことである。,としをとることは、ゆっくりときおくをうしなうことである。,哲学
ウラジーミル・ナボコフ,文学は発見ではない。発明である。,ぶんがくははっけんではない。はつめいである。,発明
ウラジーミル・ナボコフ,天才とは、子どもの心を保ち続けた大人のことである。,てんさいとは、こどものこころをたもちつづけたおとなのことである。,創造性
ウラジーミル・ナボコフ,愛とは分析に屈しない感情である。,あいとはぶんせきにくっしないかんじょうである。,愛
ボルヘス,詩は言葉の故郷である。,しはことばのこきょうである。,文学
ボルヘス,無限は、人間にとって耐えがたいものである。,むげんは、にんげんにとってたえがたいものである。,宇宙
ボルヘス,私たちが読む本は、私たちを読んでいる。,わたしたちがよむほんは、わたしたちをよんでいる。,文学
イタロ・カルヴィーノ,都市は、その住民の欲望によって形作られる。,としは、そのじゅうみんのよくぼうによってかたちづくられる。,哲学
イタロ・カルヴィーノ,言葉は、世界を創造し続ける。,ことばは、せかいをそうぞうしつづける。,創造性
イタロ・カルヴィーノ,読者のいない本は、存在しない。,どくしゃのいないほんは、そんざいしない。,文学
フョードル・ドストエフスキー,人生は死ぬには短すぎる。,じんせいはしぬにはみじかすぎる。,哲学
フョードル・ドストエフスキー,もし神が存在しないなら、すべては許される。,もしかみがそんざいしないなら、すべてはゆるされる。,信仰
フョードル・ドストエフスキー,母なる大地に口づけし、絶えず情熱をもって大地を愛せよ。,ははなるだいちにくちづけし、たえずじょうねつをもってだいちをあいせよ。,自然
レフ・トルストイ,家族の幸福こそが、すべての幸福の基礎である。,かぞくのこうふくこそが、すべてのこうふくのきそである。,家族
レフ・トルストイ,感謝は徳の一つであるだけでなく、すべての徳の母である。,かんしゃはとくのひとつであるだけでなく、すべてのとくのははである。,感謝
レフ・トルストイ,労働は人間の義務であり、同時に権利でもある。,ろうどうはにんげんのぎむであり、どうじにけんりでもある。,努力
レフ・トルストイ,信頼は愛の最高の形である。,しんらいはあいのさいこうのかたちである。,信頼
ヘミングウェイ,良い友人、良い本、そして眠った良心。これが理想の人生だ。,よいゆうじん、よいほん、そしてねむったりょうしん。これがりそうのじんせいだ。,友情
ヘミングウェイ,詩人の仕事は感情を思想に変換することだ。,しじんのしごとはかんじょうをしそうにへんかんすることだ。,文学
ヘミングウェイ,幸運は準備と機会が出会ったときに起こる。,こううんはじゅんびときかいがであったときにおこる。,成功
マルセル・プルースト,病気は心の最も誠実な顧問である。,びょうきはこころのもっともせいじつなこもんである。,哲学
マルセル・プルースト,幸福な年月は失われた年月である。,こうふくなねんげつはうしなわれたねんげつである。,幸福
マルセル・プルースト,愛において、しばしば疑いは事実よりも苦痛である。,あいにおいて、しばしばうたがいはじじつよりもくつうである。,愛
ジェイムズ・ジョイス,芸術家は、神のように、創造し、そして見えないところにいる。,げいじゅつかは、かみのように、そうぞうし、そしてみえないところにいる。,創造性
ジェイムズ・ジョイス,性格とは人間の意志の最高の表現である。,せいかくとはにんげんのいしのさいこうのひょうげんである。,哲学
ジェイムズ・ジョイス,アイルランドは雌豚が子供を食べるような国だ。,あいるらんどはめすぶたがこどもをたべるようなくにだ。,皮肉
ガブリエル・ガルシア・マルケス,文学の目的は、人間を不滅にすることである。,ぶんがくのもくてきは、にんげんをふめつにすることである。,文学
ガブリエル・ガルシア・マルケス,人生で最も美しいものは、偶然の出会いである。,じんせいでもっともうつくしいものは、ぐうぜんのであいである。,愛
ガブリエル・ガルシア・マルケス,時間は最高の医者である。,じかんはさいこうのいしゃである。,逆境
ウラジーミル・ナボコフ,言葉の魔法を信じる者だけが、魔法を使えるのだ。,ことばのまほうをしんじるもののだけが、まほうをつかえるのだ。,表現
ウラジーミル・ナボコフ,思考とは言葉の影である。,しこうとはことばのかげである。,知識
ウラジーミル・ナボコフ,人生は、忘れ物をしに戻ることを許さない。,じんせいは、わすれものをしにもどることをゆるさない。,哲学
ボルヘス,地獄とは図書館である。,じごくとはとしょかんである。,皮肉
ボルヘス,鏡と迷宮は同じものである。どちらも人の路を増やすからだ。,かがみとめいきゅうはおなじものである。どちらもひとのみちをふやすからだ。,哲学
ボルヘス,詩人は、言葉で音楽を作る音楽家である。,しじんは、ことばでおんがくをつくるおんがくかである。,音楽
イタロ・カルヴィーノ,読書は、孤独な悪徳である。,どくしょは、こどくなあくとくである。,機知
イタロ・カルヴィーノ,全ての新しいものは、古いものの変形である。,すべてのあたらしいものは、ふるいもののへんけいである。,進歩
イタロ・カルヴィーノ,未来は、想像力の中にある。,みらいは、そうぞうりょくのなかにある。,未来
ミラン・クンデラ,人生は他の場所にある。つまり、私たちが生きていない場所にある。,じんせいはほかのばしょにある。つまり、わたしたちがいきていないばしょにある。,哲学
ミラン・クンデラ,忘却は人間の条件そのものであり、記憶は人間の反抗である。,ぼうきゃくはにんげんのじょうけんそのものであり、きおくはにんげんのはんこうである。,哲学
ミラン・クンデラ,愛とは、相手の完璧さへの渇望ではなく、不完全さへの受容である。,あいとは、あいてのかんぺきさへのかつぼうではなく、ふかんぜんさへのじゅようである。,愛
ミラン・クンデラ,笑いは人間だけに与えられた特権であり、絶望への最後の抵抗である。,わらいはにんげんだけにあたえられたとっけんであり、ぜつぼうへのさいごのていこうである。,ユーモア
ミラン・クンデラ,軽やかさとは、重いものを軽々と持ち上げることではなく、重さを感じないことである。,かるやかさとは、おもいものをかるがるともちあげることではなく、おもさをかんじないことである。,哲学
ミラン・クンデラ,小説は道徳を教えるためではなく、人間の複雑さを理解するためにある。,しょうせつはどうとくをおしえるためではなく、にんげんのふくざつさをりかいするためにある。,文学
ミラン・クンデラ,歴史は人間を支配するが、人間もまた歴史を作る矛盾した存在である。,れきしはにんげんをしはいするが、にんげんもまたれきしをつくるむじゅんしたそんざいである。,哲学
ミラン・クンデラ,真の知識は、自分が何を知らないかを知ることから始まる。,しんのちしきは、じぶんがなにをしらないかをしることからはじまる。,知識
ミラン・クンデラ,孤独は選択であり、孤立は運命である。,こどくはせんたくであり、こりつはうんめいである。,哲学
ミラン・クンデラ,美しさは永遠への憧れではなく、瞬間への愛着である。,うつくしさはえいえんへのあこがれではなく、しゅんかんへのあいちゃくである。,表現
ミラン・クンデラ,私たちは過去を忘れるためではなく、それと共に生きるために記憶する。,わたしたちはかこをわすれるためではなく、それとともにいきるためにきおくする。,哲学
ミラン・クンデラ,人生の意味は答えの中にではなく、問いの中にある。,じんせいのいみはこたえのなかにではなく、といのなかにある。,哲学
ミラン・クンデラ,愛する人の欠点を愛することができるなら、それは真の愛である。,あいするひとのけってんをあいすることができるなら、それはしんのあいである。,愛
ミラン・クンデラ,自由とは選択の可能性ではなく、選択の責任を引き受けることである。,じゆうとはせんたくのかのうせいではなく、せんたくのせきにんをひきうけることである。,哲学
ミラン・クンデラ,芸術は現実を美化するためではなく、現実を理解するためにある。,げいじゅつはげんじつをびかするためではなく、げんじつをりかいするためにある。,表現
ミラン・クンデラ,時間は傷を癒すが、同時に新しい傷も作り続ける。,じかんはきずをいやすが、どうじにあたらしいきずもつくりつづける。,哲学
ミラン・クンデラ,人間の尊厳は、完璧さにではなく、不完全さの受容にある。,にんげんのそんげんは、かんぺきさにではなく、ふかんぜんさのじゅようにある。,哲学
川端康成,美しいものを美しいと感じる心を失ったとき、人は生きる意味を見失う。,うつくしいものをうつくしいとかんじるこころをうしなったとき、ひとはいきるいみをみうしなう。,表現
川端康成,日本の美は、完成されたものではなく、移ろいゆくものの中にある。,にほんのびは、かんせいされたものではなく、うつろいゆくもののなかにある。,表現
川端康成,言葉では表現できない美しさこそが、最も心を打つものである。,ことばではひょうげんできないうつくしさこそが、もっともこころをうつものである。,文学
川端康成,雪の結晶のように、人の心もまた一つとして同じものはない。,ゆきのけっしょうのように、ひとのこころもまたひとつとしておなじものはない。,自然
川端康成,真の芸術は、技巧を超えたところに生まれる心の表現である。,しんのげいじゅつは、ぎこうをこえたところにうまれるこころのひょうげんである。,表現
川端康成,季節の移ろいの中に、人生の真理が隠されている。,きせつのうつろいのなかに、じんせいのしんりがかくされている。,自然
川端康成,孤独は人を苦しめるが、同時に深い洞察力も与えてくれる。,こどくはひとをくるしめるが、どうじにふかいどうさつりょくもあたえてくれる。,哲学
川端康成,愛とは相手を理解することではなく、理解できないことを受け入れることである。,あいとはあいてをりかいすることではなく、りかいできないことをうけいれることである。,愛
川端康成,文学は人生を豊かにするが、人生そのものを代替することはできない。,ぶんがくはじんせいをゆたかにするが、じんせいそのものをだいたいすることはできない。,文学
川端康成,桜の花のように、美しいものほど短い命を持っている。,さくらのはなのように、うつくしいものほどみじかいいのちをもっている。,自然
川端康成,日本人の心には、四季と共に生きる知恵が宿っている。,にほんじんのこころには、しきとともにいきるちえがやどっている。,教養
川端康成,静寂の中にこそ、最も豊かな音楽が聞こえてくる。,せいじゃくのなかにこそ、もっともゆたかなおんがくがきこえてくる。,音楽
川端康成,人間の美しさは、完璧さではなく、欠けたところにある。,にんげんのうつくしさは、かんぺきさではなく、かけたところにある。,哲学
川端康成,感謝の心は、どんな小さな美しさも見逃さない。,かんしゃのこころは、どんなちいさなうつくしさもみのがさない。,感謝
川端康成,時の流れは止められないが、美しい瞬間は永遠に心に残る。,ときのながれはとめられないが、うつくしいしゅんかんはえいえんにこころにのこる。,哲学
川端康成,月の光のように、優しさは静かに人の心を照らす。,つきのひかりのように、やさしさはしずかにひとのこころをてらす。,愛
川端康成,真の豊かさは、多くを所有することではなく、少ないものに満足することである。,しんのゆたかさは、おおくをしょゆうすることではなく、すくないものにまんぞくすることである。,幸福
三島由紀夫,美しく死ぬことは、美しく生きることよりも困難である。,うつくしくしぬことは、うつくしくいきることよりもこんなんである。,哲学
三島由紀夫,真の芸術は、血と汗と涙の結晶でなければならない。,しんのげいじゅつは、ちとあせとなみだのけっしょうでなければならない。,表現
三島由紀夫,言葉は魂の表現であり、同時に魂を縛る鎖でもある。,ことばはたましいのひょうげんであり、どうじにたましいをしばるくさりでもある。,文学
三島由紀夫,人間は矛盾した存在であり、その矛盾こそが人間らしさである。,にんげんはむじゅんしたそんざいであり、そのむじゅんこそがにんげんらしさである。,哲学
三島由紀夫,愛は盲目ではない。愛は見すぎるから苦しむのである。,あいはもうもくではない。あいはみすぎるからくるしむのである。,愛
三島由紀夫,完璧を求める心こそが、人間を最も苦しめるものである。,かんぺきをもとめるこころこそが、にんげんをもっともくるしめるものである。,逆境
三島由紀夫,文学は人生の代用品ではなく、人生そのものでなければならない。,ぶんがくはじんせいのだいようひんではなく、じんせいそのものでなければならない。,文学
三島由紀夫,美は永遠ではないからこそ、永遠に美しいのである。,びはえいえんではないからこそ、えいえんにうつくしいのである。,表現
三島由紀夫,精神と肉体の調和こそが、真の人間の理想である。,せいしんとにくたいのちょうわこそが、しんのにんげんのりそうである。,哲学
三島由紀夫,行動なき思想は空虚であり、思想なき行動は盲目である。,こうどうなきしそうはくうきょであり、しそうなきこうどうはもうもくである。,挑戦
三島由紀夫,天才とは、狂気と正気の境界線上を歩く勇気を持つ者である。,てんさいとは、きょうきとしょうきのきょうかいせんじょうをあるくゆうきをもつものである。,創造性
三島由紀夫,日本の伝統は、革新によってのみ生き続けることができる。,にほんのでんとうは、かくしんによってのみいきつづけることができる。,教養
三島由紀夫,真の勇気とは、恐怖を感じながらも前進することである。,しんのゆうきとは、きょうふをかんじながらもぜんしんすることである。,挑戦
三島由紀夫,孤独は選ばれた者の特権であり、同時に呪いでもある。,こどくはえらばれたもののとっけんであり、どうじにのろいでもある。,哲学
三島由紀夫,芸術家は世界を変えることはできないが、世界の見方を変えることはできる。,げいじゅつかはせかいをかえることはできないが、せかいのみかたをかえることはできる。,表現
三島由紀夫,純粋さは残酷さと紙一重であることを忘れてはならない。,じゅんすいさはざんこくさとかみひとえであることをわすれてはならない。,哲学
三島由紀夫,時代に迎合することは、永遠性を失うことである。,じだいにげいごうすることは、えいえんせいをうしなうことである。,哲学
村上春樹,人生は選択の連続であり、選択しないことも一つの選択である。,じんせいはせんたくのれんぞくであり、せんたくしないこともひとつのせんたくである。,哲学
村上春樹,音楽は言葉を超えたところで、人の心に直接語りかける。,おんがくはことばをこえたところで、ひとのこころにちょくせつかたりかける。,音楽
村上春樹,現実と非現実の境界は、思っているほど明確ではない。,げんじつとひげんじつのきょうかいは、おもっているほどめいかくではない。,哲学
村上春樹,孤独は人間の基本的な条件であり、それを受け入れることから始まる。,こどくはにんげんのきほんてきなじょうけんであり、それをうけいれることからはじまる。,哲学
村上春樹,小説は人生の問題を解決するためではなく、問題を深く理解するためにある。,しょうせつはじんせいのもんだいをかいけつするためではなく、もんだいをふかくりかいするためにある。,文学
村上春樹,走ることは、自分自身と向き合う最も純粋な方法の一つである。,はしることは、じぶんじしんとむきあうもっともじゅんすいなほうほうのひとつである。,努力
村上春樹,愛とは理解することではなく、理解しようとし続けることである。,あいとはりかいすることではなく、りかいしようとしつづけることである。,愛
村上春樹,記憶は時とともに変化するが、それでも私たちの一部であり続ける。,きおくはときとともにへんかするが、それでもわたしたちのいちぶでありつづける。,哲学
村上春樹,世界は複雑すぎて完全に理解することはできないが、それでも生きていかなければならない。,せかいはふくざつすぎてかんぜんにりかいすることはできないが、それでもいきていかなければならない。,哲学
村上春樹,人は皆、自分だけの井戸を持っている。その井戸をどう掘るかが重要である。,ひとはみな、じぶんだけのいどをもっている。そのいどをどうほるかがじゅうようである。,創造性
村上春樹,時間は誰にでも平等に与えられているが、その使い方で人生は決まる。,じかんはだれにでもびょうどうにあたえられているが、そのつかいかたでじんせいはきまる。,効率化
村上春樹,日常の中にこそ、非日常への扉が隠されている。,にちじょうのなかにこそ、ひにちじょうへのとびらがかくされている。,想像力
村上春樹,本当に大切なものは、目に見えないところにある。,ほんとうにたいせつなものは、めにみえないところにある。,哲学
村上春樹,完璧な文章など存在しない。完璧な絶望が存在しないのと同じように。,かんぺきなぶんしょうなどそんざいしない。かんぺきなぜつぼうがそんざいしないのとおなじように。,希望
村上春樹,人と人のつながりは、理屈では説明できない不思議な力を持っている。,ひととひとのつながりは、りくつではせつめいできないふしぎなちからをもっている。,絆
村上春樹,物語は人生を説明するためではなく、人生を豊かにするためにある。,ものがたりはじんせいをせつめいするためではなく、じんせいをゆたかにするためにある。,文学
村上春樹,人生において最も重要なのは、自分らしくあり続けることである。,じんせいにおいてもっともじゅうようなのは、じぶんらしくありつづけることである。,幸福
ミケランジェロ,石の中に天使が見える。私はただ、天使を閉じ込めている余分な石を取り除くだけだ。,いしのなかにてんしがみえる。わたしはただ、てんしをとじこめているよぶんないしをとりのぞくだけだ。,創造性
ミケランジェロ,危険なのは、目標が高すぎて届かないことではなく、低すぎて達成してしまうことだ。,きけんなのは、もくひょうがたかすぎてとどかないことではなく、ひくすぎてたっせいしてしまうことだ。,目標設定
ミケランジェロ,芸術は自然の競争相手ではなく、自然の解釈者である。,げいじゅつはしぜんのきょうそうあいてではなく、しぜんのかいしゃくしゃである。,表現
ミケランジェロ,完璧は細部に宿るが、細部は完璧ではない。,かんぺきはさいぶにやどるが、さいぶはかんぺきではない。,表現
ミケランジェロ,学ぶことに老いすぎるということはない。死ぬまで学び続けるのだ。,まなぶことにおいすぎるということはない。しぬまでまなびつづけるのだ。,学び
ミケランジェロ,神は私たちに手を与えたが、家は自分で建てなければならない。,かみはわたしたちにてをあたえたが、いえはじぶんでたてなければならない。,努力
ミケランジェロ,美は神の署名であり、芸術家はその証人である。,びはかみのしょめいであり、げいじゅつかはそのしょうにんである。,信仰
ミケランジェロ,真の芸術作品は、作者の魂から直接生まれる。,しんのげいじゅつさくひんは、さくしゃのたましいからちょくせつうまれる。,表現
ミケランジェロ,批判は才能を育てるが、称賛は才能を殺す。,ひはんはさいのうをそだてるが、しょうさんはさいのうをころす。,挑戦
ミケランジェロ,偉大な芸術は情熱から生まれ、技術によって完成する。,いだいなげいじゅつはじょうねつからうまれ、ぎじゅつによってかんせいする。,表現
ミケランジェロ,手は心の道具であり、心は魂の道具である。,てはこころのどうぐであり、こころはたましいのどうぐである。,魂
ミケランジェロ,時間は最も価値のある財産であり、最も速く失われるものでもある。,じかんはもっともかちのあるざいさんであり、もっともはやくうしなわれるものでもある。,効率化
ミケランジェロ,芸術家の最大の敵は、自分自身の満足である。,げいじゅつかのさいだいのてきは、じぶんじしんのまんぞくである。,挑戦
ミケランジェロ,私は神に誓って言う。毎日新しいことを学んでいると。,わたしはかみにちかっていう。まいにちあたらしいことをまなんでいると。,学び
ミケランジェロ,優れた芸術は永遠性への憧れから生まれる。,すぐれたげいじゅつはえいえんせいへのあこがれからうまれる。,表現
ミケランジェロ,天才とは、永遠の忍耐力である。,てんさいとは、えいえんのにんたいりょくである。,忍耐
ピカソ,すべての子どもは芸術家である。問題は、大人になっても芸術家でいられるかどうかだ。,すべてのこどもはげいじゅつかである。もんだいは、おとなになってもげいじゅつかでいられるかどうかだ。,創造性
ピカソ,芸術は真実への嘘である。,げいじゅつはしんじつへのうそである。,表現
ピカソ,私は見つけない。私は発見する。,わたしはみつけない。わたしははっけんする。,創造性
ピカソ,想像力は知識よりも重要である。知識には限界があるが、想像力は世界を包む。,そうぞうりょくはちしきよりもじゅうようである。ちしきにはげんかいがあるが、そうぞうりょくはせかいをつつむ。,想像力
ピカソ,明日に延ばすことができるなら、今日はしない。,あしたにのばすことができるなら、きょうはしない。,ユーモア
ピカソ,良い芸術家は模倣し、偉大な芸術家は盗む。,よいげいじゅつかはもほうし、いだいなげいじゅつかはぬすむ。,表現
ピカソ,私がすることは描くことではない。書くことでもない。私は生きているのだ。,わたしがすることはかくことではない。かくことでもない。わたしはいきているのだ。,表現
ピカソ,芸術は悲しみと苦痛を洗い流す。,げいじゅつはかなしみとくつうをあらいながす。,表現
ピカソ,過去と現在に学ぶが、真似はしない。,かことげんざいにまなぶが、まねはしない。,学び
